movement,cosine,delta_hr,hr_rmssd
8.625e-06,-0.642788,0.24519604412443183,0.3443306815528814
5e-07,-0.644457,0.11212993012756113,0.32840735463762716
0.0,-0.646124,0.002268236119331415,0.330305564921017
0.0,-0.647788,-0.024018629839140146,0.330593574781356
0.0,-0.649448,-0.054279535198774084,0.3315770072098305
0.0,-0.651105,-0.101625389404833,0.3336803195789831
0.0,-0.65276,-0.11525162863839371,0.33262882967220336
0.0,-0.654411,-0.11907370463081965,0.33197977768271186
0.0,-0.656059,-0.11713799360883398,0.3262415991064406
0.0,-0.657704,-0.12584645020542648,0.28685357041864407
0.0,-0.659346,-0.13501247927998547,0.2239851244345763
3.75e-07,-0.660985,-0.13550145379075357,0.1815296187338983
6.875e-06,-0.66262,-0.13652930961442095,0.17933111465694918
8.95e-05,-0.664252,-0.13633585066233952,0.17932804488881354
0.000815125,-0.665882,-0.13645192603358836,0.17897444558203388
0.0052055,-0.667508,-0.13725828537588713,0.17871388259898305
0.02331475,-0.669131,-0.1389136211050012,0.1783234724562712
0.073245,-0.67075,-0.1388227795101108,0.1730134728901695
0.16146725,-0.672367,-0.13847343189519273,0.16558731559694917
0.25016075,-0.67398,-0.12406102034042,0.161497543920678
0.27407075,-0.67559,-0.06190686466605363,0.1650701958464407
0.21757875,-0.677197,0.002629359496550049,0.16955564003355936
0.136361,-0.678801,0.04772436085143566,0.17164759676305089
0.082475375,-0.680401,0.08201145541670603,0.17253500950338987
0.05579975,-0.681998,0.09551432952140324,0.17260319757118647
0.036277875,-0.683592,0.09611433264814845,0.17259936403186446
0.018572,-0.685183,0.09465077361935859,0.17257880766949152
0.0068835,-0.68677,0.10789794545695693,0.11023308302372882
0.001803625,-0.688355,0.13493285269680994,0.1103739578861017
0.000332,-0.689935,0.15694511694016083,0.11081198076610171
4.2875e-05,-0.691513,0.15932382092488362,0.110817136360339
3.875e-06,-0.693087,0.1590187726062393,0.11081708541525427
2.5e-07,-0.694658,0.1613705605628465,0.11082284334983054
0.0,-0.696226,0.15619595415760784,0.11084566158983054
0.0,-0.69779,0.1359214559794753,0.11128755750169494
0.0,-0.699352,0.11275853153417933,0.11186588548305089
0.0,-0.700909,0.08408847558629895,0.11274853618813564
0.0,-0.702464,0.02445937979953437,0.11657945534847461
0.0,-0.704015,-0.04624510080624494,0.12195832542033898
0.0,-0.705562,-0.07597833986469447,0.12284150928881357
0.0,-0.707107,-0.06224667952101403,0.12270212071525424
0.0,-0.708648,-0.008222285838753108,0.1256564743535593
0.0,-0.710185,0.021445345401164446,0.12646189286474577
0.0,-0.71172,0.024081433904743422,0.11377814552135594
0.0,-0.71325,0.02586069551330674,0.09608218075016949
0.0,-0.714778,0.025995836404470857,0.09083024152881355
5e-07,-0.716302,0.0235767583775745,0.08366719629322034
8.375e-06,-0.717823,0.024553585897939233,0.07736571197050846
0.0001095,-0.71934,0.030258101606705202,0.07673078863661016
0.00100975,-0.720854,0.05133110861893617,0.07714916855220338
0.006531625,-0.722364,0.07278206152595805,0.0775648324559322
0.029630375,-0.723871,0.0701448515212076,0.0774842220576271
0.09427175,-0.725374,0.05614010564227014,0.07754269174440677
0.210364625,-0.726874,0.035774765869247195,0.07615385116406778
0.329251125,-0.728371,0.025331346960365122,0.07577147359118643
0.361455,-0.729864,0.011218376218379261,0.07597847570644067
0.278327125,-0.731354,-0.019344773706970256,0.07695938600847457
0.150323,-0.73284,-0.0277218267073885,0.07642035612101694
0.056944375,-0.734323,-0.020409078318710933,0.07554812800440677
0.015129125,-0.735802,-0.007433870515198104,0.07045443285593221
0.002818875,-0.737277,0.0005523393269570984,0.05143461745389832
0.000368375,-0.738749,-0.004348060041853069,0.03844889391491526
3.375e-05,-0.740218,-0.007244336817216886,0.03771300589491526
2.125e-06,-0.741683,-0.011844734622654448,0.03674862772237288
1.25e-07,-0.743145,-0.04197442434522443,0.035310691746779664
0.0,-0.744603,-0.07554263665957196,0.03632529810915255
0.0,-0.746057,-0.094160677607419,0.03668323537966102
0.0,-0.747508,-0.11376451808500265,0.037093501581694915
0.0,-0.748956,-0.1155521909523521,0.03701519054576271
0.0,-0.7504,-0.11881463786020627,0.0369360913620339
0.0,-0.75184,-0.12328998828502306,0.03695742559152542
0.0,-0.753276,-0.12673636138500102,0.03696909116
0.0,-0.75471,-0.12908927084277963,0.036975019089152544
0.0,-0.756139,-0.12983338687006094,0.03697560148915254
0.0,-0.757565,-0.13134236669629598,0.03697735526440678
0.0,-0.758987,-0.13429359702906266,0.03698379081186441
0.0,-0.760406,-0.13233489523306152,0.036987917864406784
0.0,-0.761821,-0.13225975465457193,0.0369877923820339
0.0,-0.763232,-0.13913623908754127,0.03681483928542373
0.0,-0.76464,-0.15356210865637182,0.03287453413118645
0.0,-0.766044,-0.16484216743918284,0.028521712278644074
0.0,-0.767445,-0.16782143530123667,0.026339004620338988
0.0,-0.768842,-0.16792966016428512,0.025071657577627117
0.0,-0.770235,-0.16736105907034146,0.02487544801694915
0.0,-0.771625,-0.16669432662389275,0.02487553914271186
0.0,-0.77301,-0.1665872232620158,0.02487324232271186
0.0,-0.774393,-0.16628553944688593,0.02468415624406779
0.0,-0.775771,-0.16329393507194576,0.023905873288474575
0.0,-0.777146,-0.15944718605374714,0.023399468059661012
0.0,-0.778517,-0.15924026908760788,0.023393414363728812
0.0,-0.779884,-0.1625100057530767,0.02340483966033898
0.0,-0.781248,-0.1656025452334507,0.02340918731762712
0.0,-0.782608,-0.16802218401093275,0.023386632484067797
0.0,-0.783964,-0.1723881880715296,0.02296404450440678
0.0,-0.785317,-0.17322370644428703,0.0223864010640678
0.0,-0.786666,-0.17366053115058103,0.021500480541016952
0.0,-0.788011,-0.17791382434344347,0.017686840534576274
0.0,-0.789352,-0.1817190778182971,0.01231315032271187
0.0,-0.79069,-0.18132262715417666,0.011360253805084751
0.0,-0.792023,-0.17982149783614199,0.011159407766101697
0.0,-0.793353,-0.1785312107383468,0.008014770800677968
0.0,-0.79468,-0.17590745874765418,0.007073327543728816
0.0,-0.796002,-0.17371604545856958,0.007071013327796611
0.0,-0.797321,-0.1694610700139499,0.00708711834983051
0.0,-0.798636,-0.16518366454590044,0.007106822859322035
0.0,-0.799947,-0.12921936497867206,0.008494896045762711
0.0,-0.801254,-0.10629139502880251,0.009060588920338982
0.0,-0.802557,-0.09622536126412562,0.009134740944745761
0.0,-0.803857,-0.06409547420220948,0.009768911929152541
0.0,-0.805153,-0.03531382888776623,0.010165892408135592
1.25e-07,-0.806445,-0.024143116469175146,0.010292918859661016
3.5e-06,-0.807733,-0.02006421670847882,0.010099413927796608
4.6625e-05,-0.809017,-0.01816327222280927,0.009656191885762711
0.000440875,-0.810297,-0.017589624373593907,0.009538969225762712
0.002919375,-0.811574,-0.008009200616170683,0.00942319600576271
0.013557125,-0.812847,-0.007185458005713865,0.008416915309152543
0.0441535,-0.814116,-0.004827501792663535,0.008347257107118644
0.100857375,-0.81538,0.005217784200340847,0.008398390569830508
0.1815905,-0.817899,0.035818504414935184,0.009226384034237289
0.14313575,-0.819152,0.03706505296704239,0.009159301717288137
0.079135875,-0.820401,0.038111413560039296,0.009134593864745764
0.030687125,-0.821647,0.04177367563552836,0.009140009707457628
0.000212875,-0.82536,0.07528132688661564,0.01032758747322034
2e-05,-0.82659,0.08133406870912814,0.009388431566440678
1.375e-06,-0.827816,0.07259981758559149,0.008255900382372882
0.0,-0.829038,0.06075788671586572,0.008033390931525426
0.0,-0.830256,0.05796647030003591,0.0076274854684745775
0.0,-0.83147,0.06140218913888473,0.007636765734576273
0.0,-0.83268,0.05884572721848132,0.007632337042033899
0.0,-0.833886,0.05298476209629297,0.007647777022711866
0.0,-0.835088,0.06040405309626177,0.007694314665084746
0.0,-0.836286,0.07591890030260573,0.007947844091525425
8.75e-07,-0.83748,0.07833966058125924,0.007953564620338985
1.725e-05,-0.838671,0.08070210279899552,0.00795712661627119
0.000238,-0.839857,0.08525483680464488,0.007970082206779664
0.977625625,-0.849202,0.11430396014848769,0.00887565961932204
0.573043875,-0.850352,0.11131235577354752,0.008885301744406786
0.237148,-0.851498,0.10669177094702322,0.00885734121254238
0.069317625,-0.85264,0.07797741570286915,0.009521859779661024
0.01431525,-0.853778,0.025876396529707538,0.012311070665423739
0.002089125,-0.854912,-0.024767792621693117,0.01506651854881357
0.0002155,-0.856042,-0.05373112112591718,0.01597085365118645
1.575e-05,-0.857167,-0.060864990077742674,0.016025369274237297
7.5e-07,-0.858289,-0.05831357491261094,0.01603190784338984
0.0,-0.859406,-0.06463323401393724,0.016074950697288145
0.0,-0.86052,-0.06404837115300703,0.016075221343050856
0.0,-0.861629,-0.06299640305415273,0.01606676614000001
0.0,-0.862734,-0.06500389015111353,0.01605515827559323
0.0,-0.863836,-0.0764987164082642,0.01619755584847458
0.0,-0.864933,-0.10749700878815047,0.017221921217627122
0.0,-0.866025,-0.14075624752975346,0.018404123969830512
0.0,-0.867114,-0.16781582779537924,0.019187182380338987
0.0,-0.868199,-0.18763780025081703,0.01959020950067797
0.0,-0.869279,-0.20141936739662858,0.019794212493559327
0.0,-0.870356,-0.2101210949861922,0.019875636725084755
0.0,-0.871428,-0.2099203462764961,0.01985617772135594
0.0,-0.872496,-0.21088932328866042,0.01984157981898306
0.0,-0.87356,-0.2119160576111563,0.019842546840000006
0.0,-0.87462,-0.21205232000349192,0.01984013759254238
0.0,-0.875675,-0.21225755471787394,0.01983838822135594
0.0,-0.876727,-0.21150783118473523,0.019831572807118652
0.0,-0.877774,-0.20701958349644634,0.019848112316271198
0.0,-0.878817,-0.20000795817231287,0.01988159444237289
0.0,-0.879856,-0.19460456552809102,0.019893345666779673
0.0,-0.880891,-0.19271035004945036,0.01850283190000001
0.0,-0.881921,-0.19132753910500752,0.01793817176847459
0.0,-0.882948,-0.18468544841687887,0.01787649909864408
0.0,-0.88397,-0.1734642684455709,0.016899339545084758
0.0,-0.884988,-0.17217342059718996,0.01600809828237289
0.36647125,-0.892979,0.021281606230127443,0.056219394488474586
0.77458275,-0.893959,0.020968146652696956,0.0562015644562712
0.988524375,-0.896873,0.014552599201208565,0.05624204051762713
0.542987,-0.897836,0.010063230011748183,0.056263413231864415
0.211074125,-0.898794,0.004230863169432755,0.05620113647796611
0.0,-0.909961,0.014148298028887675,0.056306437032203394
0.0,-0.910864,0.04090731598055505,0.05707237478644068
0.0,-0.911762,0.056550014320448476,0.05722738340338984
0.0,-0.912656,0.05137877241872435,0.05624672280779662
0.0,-0.913545,0.042514427159295196,0.05632975709084746
0.0,-0.914431,0.03409307486260324,0.05640503111389831
0.0,-0.915311,0.03087997400629447,0.05640170194067797
0.0,-0.916188,0.029713052037362787,0.05519277669864407
0.0,-0.91706,0.02137525157794655,0.055228226435932205
0.0,-0.917928,0.01014734259960966,0.05528189042000001
0.0,-0.918791,-0.001757953086305055,0.05528351260203391
0.0,-0.91965,-0.017152799667299937,0.05553061146033899
0.0,-0.920505,-0.03663776102070602,0.0559271820959322
0.0,-0.923042,-0.05240662824239166,0.05618820113322033
0.0,-0.92388,-0.05324551111866354,0.05615192781525423
0.0,-0.926364,-0.05884628796906702,0.05612640265694914
0.0,-0.927184,-0.06311752518067326,0.05588657230610168
0.0,-0.927999,-0.07991929498129795,0.05618458751966101
0.0,-0.92881,-0.09323824289387138,0.05636981061627117
0.0,-0.929616,-0.09507582256335195,0.05635110572406778
0.0,-0.930418,-0.09266908104934199,0.05544763685898303
0.0,-0.931215,-0.06764334315820694,0.05611315733898303
0.0,-0.932008,-0.052965696576377654,0.05632238887288134
0.0,-0.93436,0.09229562115923699,0.07818127343389827
0.0,-0.935135,0.1491232070196284,0.07873631594067794
0.0,-0.936672,0.14909068348565527,0.07597130039457625
0.0,-0.937434,0.1515927525992416,0.0750737016294915
0.0,-0.944089,0.2861756969305478,0.09454507476203386
0.0,-0.945519,0.28699327128456137,0.09453877756338978
0.0,-0.946227,0.2820390398595199,0.09452218241932199
0.0,-0.94693,0.27539526691963395,0.09456939843796607
0.0,-0.947629,0.2717509488628887,0.09458252305661012
0.0,-0.948324,0.23857918721266164,0.09576442676372875
0.0,-0.949014,0.16667862560749197,0.10119516313084741
0.0,-0.952396,-0.019886458772798238,0.13768241873627113
0.0,-0.953059,-0.02621845438701088,0.13653312921762709
0.0,-0.953717,-0.02985884718965599,0.13575804600677963
0.0,-0.954371,-0.03859870581905011,0.135416816038983
0.0,-0.95502,-0.05728684059011508,0.1355885651915254
0.0,-0.955665,-0.0644005225208538,0.13556148935152537
0.0,-0.956305,-0.07063382603197566,0.1356033325013559
0.0,-0.95694,-0.07091251907309003,0.13560240403525417
0.0,-0.957571,-0.070521675914827,0.1356014322549152
0.0,-0.958198,-0.06916522024791409,0.13560339581830502
0.0,-0.95882,-0.06775885777887007,0.13560548263457622
0.0,-0.959437,-0.06909568717528196,0.13560680327423724
0.0,-0.96005,-0.056203470458459116,0.13576426838101688
0.0,-0.960658,-0.049976895954366184,0.1357530645844067
0.0,-0.961262,-0.04654454161903182,0.135734289718305
0.0,-0.961861,-0.05198157929839829,0.13576229023762704
0.0,-0.962455,-0.05569879493129023,0.13577512497830505
0.0,-0.963045,-0.05428626420580298,0.1357297152616949
0.0,-0.96363,-0.04911670455583607,0.13562278300406774
0.0,-0.964211,-0.051397277188053814,0.13562659360915252
0.0,-0.964787,-0.05936890751497971,0.09534927991661016
0.0,-0.965359,-0.06458444871297758,0.09537849894033897
0.0,-0.965926,-0.061890602899067074,0.09534195044372878
0.0,-0.967046,-0.07399889029702082,0.09547827641423726
0.0,-0.967599,-0.08356080928511456,0.09554017129661016
0.0,-0.968148,-0.08933205431358396,0.09547004609932203
0.0,-0.968692,-0.0838417453285719,0.09473061060135592
0.0,-0.969231,-0.06355322838579577,0.09491056922677966
0.0,-0.969766,-0.04263779228815867,0.0953533387579661
0.0,-0.970296,-0.03522691254697602,0.09532783699254237
0.0,-0.971342,-0.045366404638385295,0.09536221611118643
0.0,-0.971858,-0.05312158523921427,0.09541592322983052
0.032256125,-0.978599,0.06526744292641284,0.11052434943830507
0.167287,-0.979045,0.06401304386610525,0.11045110096644066
0.61201775,-0.979487,0.0863387676868866,0.11085253624338982
1.580394,-0.979925,0.1503585405600207,0.11511815551898304
2.882006375,-0.980357,0.20105824401940997,0.1176337383257627
1.0968105,-0.982041,0.2229336851198395,0.11774032633152541
0.6487275,-0.98245,0.2314245704891636,0.11754998379694913
0.2628425,-0.987345,0.2716460885033547,0.11929326107423727
0.0016175,-0.988362,0.16856330832617503,0.13071485726271184
0.000148,-0.988691,0.1562823097478123,0.130857784419322
9.5e-06,-0.989016,0.14645403423149056,0.1306575858972881
3.75e-07,-0.989336,0.1172764990035126,0.1313841199938983
0.0,-0.989651,0.06360986419495585,0.1344853770433898
0.0,-0.989962,-0.020978800913826073,0.1421928345135593
0.0,-0.990268,-0.08544493125321181,0.14599791032881354
0.0,-0.990569,-0.11412227695870683,0.14665223956813558
0.0,-0.990866,-0.11505200142986913,0.12390542013084743
0.0,-0.991158,-0.11404377187670278,0.12042509194101694
0.0,-0.991445,-0.11535985350144218,0.12042695805796606
0.0,-0.991727,-0.11331928211992252,0.12042469801627115
0.0,-0.992005,-0.10161866039780408,0.1010460505352542
0.0,-0.992278,-0.0855133428246725,0.10132495564610167
0.0,-0.992546,-0.07848601648413824,0.10135173320508471
0.0,-0.99281,-0.07503740038181732,0.10131696961050846
0.0,-0.993068,-0.07272654721796944,0.10130840881050845
0.0,-0.993323,-0.07197850593658796,0.10012276380033897
0.0,-0.993572,-0.07477496910768947,0.09455801426983049
0.0,-0.993816,-0.08571297003319711,0.05716384532067794
0.0,-0.994056,-0.1023566081686422,0.05741925294677963
0.0,-0.994291,-0.11369722801471345,0.057543613662711844
0.0,-0.994522,-0.11581181847355121,0.05746608723728811
0.0,-0.994748,-0.11356208712354934,0.05709503883559319
0.0,-0.994969,-0.11204245303618517,0.05704297426067794
0.0,-0.995185,-0.10884897845037741,0.05701208191118642
0.0,-0.995396,-0.10326670636930348,0.05704559208610167
0.0,-0.995603,-0.10846822880265776,0.05707459492237285
0.0,-0.995805,-0.12179334497167435,0.05726402834881352
0.0,-0.996002,-0.13988652337126573,0.057614809600338955
0.0,-0.996195,-0.15164265940137275,0.057761876640677945
0.0,-0.996382,-0.12707617623996142,0.0582333105454237
0.0,-0.996566,-0.12390344942582616,0.05820236618881353
0.0,-0.996744,-0.11589649181199844,0.058258780832881336
1.25e-06,-0.996917,-0.07277757552127204,0.060231265107118626
2.2625e-05,-0.997086,-0.021637122101488607,0.06303584014406778
0.00029975,-0.99725,0.017636166672210626,0.064696462519661
0.002831125,-0.997409,0.0349459765035187,0.06499066767220338
0.01923775,-0.997564,0.03002090410893581,0.06501121024847456
0.095084625,-0.997714,0.024742558845334692,0.06497273903254237
0.34670775,-0.997859,0.023849283162245737,0.06494427430305083
0.947455625,-0.997999,0.022484976987132425,0.0649384577176271
3.34545225,-0.998513,0.08385520334262977,0.06884066537864407
2.204480125,-0.99863,0.09591246243728092,0.06889882310745762
1.052253625,-0.998741,0.10310577095119518,0.06891869847016949
0.3598585,-0.998848,0.10450596516379602,0.06888831586949151
0.087512,-0.998951,0.10597793545137209,0.06844690090813559
0.0150585,-0.999048,0.10659420034510388,0.06797571189118644
0.001827625,-0.999141,0.0985334106750448,0.06798655188067795
0.000156125,-0.999229,0.09866743006503743,0.0678757377779661
9.375e-06,-0.999312,0.09633975438361723,0.06781674181220339
3.75e-07,-0.999391,0.07580562868428557,0.053161407332542376
0.0,-0.999465,0.03239456133838693,0.055191316785762716
0.0,-0.999534,-0.030476233584559306,0.05891522036711864
0.0,-0.999598,-0.09794013655532842,0.059403411511525415
0.0,-0.999657,-0.1347522910082006,0.05809323134474576
0.0,-0.999712,-0.1407489577721388,0.0576161138922034
0.0,-0.999762,-0.14209700218026558,0.05754035085898305
0.0,-0.999807,-0.1515164905195805,0.055891966730169496
0.0,-0.999848,-0.15011573555639388,0.04443866879932205
0.0,-0.999883,-0.15322061154965422,0.04428646695796611
0.0,-0.999914,-0.16478160637592257,0.04432642118169493
0.0,-0.999941,-0.1814308520172251,0.043707479619661024
0.0,-0.999962,-0.19771224527428005,0.04088835561966102
0.0,-0.999979,-0.20667976864148593,0.03326134655627119
0.0,-0.99999,-0.19711448514987776,0.028879737765762723
0.0,-0.999998,-0.18396488391419877,0.02817956848406781
0.0,-1.0,-0.17358426907091995,0.028294804138305093
0.0,-0.999998,-0.17170911911219452,0.028297498894915268
0.0,-0.99999,-0.1729674434266024,0.028297338598983056
0.0,-0.999979,-0.17269211488900243,0.028292931398983055
0.0,-0.999962,-0.17478876132909643,0.028150080607457637
0.0,-0.999941,-0.177580738495512,0.02787885843796611
0.0,-0.999914,-0.1811089811810085,0.027839040892203397
0.0,-0.999883,-0.18214020150819027,0.02782736611966102
0.0,-0.999848,-0.18335646952866738,0.02782320405864407
0.0,-0.999807,-0.18449142871421167,0.027823989489152545
0.0,-0.999762,-0.18555853707888106,0.02781678651966102
0.0,-0.999712,-0.1866262061941362,0.02768903776711865
0.0,-0.999657,-0.18661386968124988,0.027390406825762718
0.0,-0.999598,-0.18566283668782932,0.027252734364745772
0.0,-0.999534,-0.18353254521259074,0.02725280621559323
0.0,-0.999465,-0.18254001667582523,0.027248411895593228
0.0,-0.999391,-0.18363235881685305,0.027247208710508484
0.0,-0.999312,-0.1833217029923513,0.027236318504067807
0.0,-0.999229,-0.18320843137403117,0.027202738429152547
0.0,-0.999141,-0.1735814653179912,0.027273482852203396
0.0,-0.999048,-0.1692238725161805,0.027102536503728823
0.0,-0.998951,-0.16090625907785105,0.02682420536237289
1.25e-07,-0.998848,-0.16084794101693375,0.026675215393220344
2.375e-06,-0.998741,-0.16276739027193282,0.026028571606440683
3.7625e-05,-0.99863,-0.16372066626769635,0.026018699415254243
0.0004215,-0.998513,-0.1650053458596341,0.025951363428813566
0.003334375,-0.998392,-0.16538665625793952,0.023947167284745767
0.01863475,-0.998266,-0.157259137268177,0.021198908313898313
0.0736055,-0.998135,-0.13040703471927625,0.020313446492542384
0.205555625,-0.997999,-0.07025139413249876,0.02389156838000001
0.583623625,-0.997564,-0.05244083402812198,0.02420739331389831
0.43171025,-0.99725,-0.04137946797375086,0.02430926128237288
0.43836125,-0.996382,-0.02887024390699068,0.024477094914576274
0.50032,-0.996002,-0.028926318965565,0.0244750916979661
0.366392125,-0.995805,-0.02685714930417243,0.020419446223728814
0.190261125,-0.995603,-0.028527625299101547,0.02026573043966102
0.069451125,-0.995396,-0.028594354618804982,0.020209953008135592
0.017788625,-0.995185,-0.02609116400404718,0.020214594461355928
0.003195625,-0.994969,-0.017850373395964538,0.02028546964474576
0.000402625,-0.994748,0.0030830067204163317,0.02075746820745762
3.55e-05,-0.994522,0.01754700732907747,0.02091295627898305
2.25e-06,-0.994291,-0.01699466800212034,0.02219918667898305
1.25e-07,-0.994056,-0.039246933496169326,0.022727156064745763
0.0,-0.993816,-0.04623332504394434,0.022325215563050848
0.0,-0.993572,-0.04547631175319096,0.0202942275779661
0.0,-0.993323,-0.04110862544083687,0.0160535490559322
0.0,-0.993068,-0.04109628892795051,0.011146940372542375
