time,x,y,z,temp,hr,ss
9298.984375,-18.0,-62.0,8.0,32.27,85.88,W
9299.984375,-19.0,-62.0,7.0,32.29,86.17,W
9300.984375,-20.0,-62.0,7.0,32.25,86.42,W
9301.984375,-19.0,-62.0,7.0,32.29,86.67,W
9302.984375,-20.0,-62.0,7.0,32.29,86.93,W
9303.984375,-20.0,-62.0,7.0,32.27,87.08,W
9304.984375,-21.0,-62.0,7.0,32.31,87.25,W
9305.984375,-21.0,-61.0,8.0,32.29,87.43,W
9306.984375,-21.0,-63.0,7.0,32.33,87.45,W
9307.984375,-20.0,-62.0,8.0,32.29,87.57,W
9308.984375,-21.0,-61.0,7.0,32.29,87.72,W
9309.984375,-19.0,-62.0,9.0,32.31,87.82,W
9310.984375,-20.0,-62.0,9.0,32.31,87.73,W
9311.984375,-21.0,-62.0,7.0,32.31,87.55,W
9312.984375,-19.0,-62.0,6.0,32.31,87.33,W
9313.984375,-19.0,-62.0,4.0,32.31,87.07,W
9314.984375,-13.0,-63.0,3.0,32.33,86.82,W
9315.984375,-14.0,-65.0,0.0,32.33,86.57,W
9316.984375,-10.0,-64.0,0.0,32.33,86.3,W
9317.984375,-11.0,-64.0,-2.0,32.37,86.0,W
9318.984375,-14.0,-64.0,1.0,32.34,85.62,W
9319.984375,-16.0,-63.0,1.0,32.34,85.23,W
9320.984375,-15.0,-63.0,2.0,32.34,84.85,W
9321.984375,-17.0,-63.0,2.0,32.34,84.48,W
9322.984375,-17.0,-63.0,4.0,32.34,84.05,W
9323.984375,-17.0,-63.0,4.0,32.37,83.65,W
9324.984375,-19.0,-63.0,4.0,32.37,83.27,W
9325.984375,-19.0,-62.0,3.0,32.34,82.9,W
9326.984375,-17.0,-63.0,6.0,32.39,82.63,W
9327.984375,-17.0,-63.0,6.0,32.37,82.32,W
9328.984375,-16.0,-63.0,6.0,32.37,82.0,W
9329.984375,-17.0,-62.0,6.0,32.34,81.75,W
9330.984375,-17.0,-62.0,7.0,32.39,81.48,W
9331.984375,-17.0,-63.0,6.0,32.41,81.25,W
9332.984375,-16.0,-63.0,8.0,32.39,80.93,W
9333.984375,-19.0,-61.0,9.0,32.39,80.63,W
9334.984375,-16.0,-64.0,5.0,32.39,80.32,W
9335.984375,-13.0,-63.0,9.0,32.41,79.85,W
9336.984375,-14.0,-64.0,3.0,32.41,79.4,W
9337.984375,-12.0,-64.0,0.0,32.39,78.93,W
9338.984375,-12.0,-65.0,0.0,32.37,78.52,W
9339.984375,-12.0,-64.0,2.0,32.39,78.07,W
9340.984375,-14.0,-63.0,3.0,32.41,77.68,W
9341.984375,-15.0,-64.0,5.0,32.41,77.23,W
9342.984375,-17.0,-62.0,7.0,32.41,76.77,W
9343.984375,-17.0,-63.0,3.0,32.41,76.3,W
9344.984375,-15.0,-64.0,3.0,32.41,75.85,W
9345.984375,-16.0,-63.0,4.0,32.39,75.55,W
9346.984375,-16.0,-62.0,8.0,32.41,75.25,W
9347.984375,-15.0,-63.0,10.0,32.39,74.92,W
9348.984375,-16.0,-62.0,5.0,32.39,74.58,W
9349.984375,-16.0,-63.0,4.0,32.39,74.23,W
9350.984375,-19.0,-63.0,3.0,32.41,73.87,W
9351.984375,-16.0,-63.0,4.0,32.39,73.42,W
9352.984375,-15.0,-64.0,4.0,32.39,73.0,W
9353.984375,-15.0,-63.0,4.0,32.41,72.55,W
9354.984375,-14.0,-63.0,4.0,32.39,72.05,W
9355.984375,-14.0,-63.0,4.0,32.39,71.52,W
9356.984375,-14.0,-63.0,3.0,32.39,71.0,W
9357.984375,-15.0,-65.0,4.0,32.41,70.37,W
9358.984375,-13.0,-64.0,3.0,32.37,69.7,W
9359.984375,-11.0,-64.0,3.0,32.39,69.33,W
9360.984375,-13.0,-64.0,4.0,32.39,69.03,W
9361.984375,-14.0,-64.0,3.0,32.39,68.78,W
9362.984375,-14.0,-63.0,7.0,32.39,68.53,W
9363.984375,-14.0,-63.0,5.0,32.39,68.35,W
9364.984375,-13.0,-64.0,7.0,32.41,68.1,W
9365.984375,-14.0,-63.0,7.0,32.37,67.8,W
9366.984375,-14.0,-64.0,6.0,32.41,67.68,W
9367.984375,-12.0,-63.0,10.0,32.41,67.53,W
9368.984375,-14.0,-64.0,5.0,32.37,67.35,W
9369.984375,-11.0,-64.0,9.0,32.39,67.15,W
9370.984375,-11.0,-63.0,9.0,32.39,67.0,W
9371.984375,-12.0,-63.0,9.0,32.41,66.88,W
9372.984375,-11.0,-63.0,10.0,32.41,66.78,W
9373.984375,-11.0,-63.0,9.0,32.41,66.75,W
9374.984375,-13.0,-64.0,8.0,32.41,66.75,W
9375.984375,-13.0,-64.0,8.0,32.41,66.8,W
9376.984375,-13.0,-64.0,9.0,32.41,66.9,W
9377.984375,-11.0,-63.0,10.0,32.39,67.05,W
9378.984375,-12.0,-64.0,9.0,32.39,67.28,W
9379.984375,-10.0,-63.0,10.0,32.41,67.52,W
9380.984375,-7.0,-63.0,13.0,32.41,67.73,W
9381.984375,-10.0,-63.0,11.0,32.43,67.98,W
9382.984375,-12.0,-64.0,9.0,32.41,68.25,W
9383.984375,-11.0,-63.0,11.0,32.43,68.5,W
9384.984375,-13.0,-63.0,10.0,32.43,68.7,W
9385.984375,-11.0,-63.0,11.0,32.41,68.9,W
9386.984375,-11.0,-63.0,10.0,32.43,69.08,W
9387.984375,-11.0,-64.0,9.0,32.43,69.25,W
9388.984375,-9.0,-63.0,12.0,32.43,69.45,W
9389.984375,-11.0,-63.0,10.0,32.43,69.6,W
9390.984375,-13.0,-63.0,10.0,32.41,69.73,W
9391.984375,-12.0,-64.0,8.0,32.43,69.93,W
9392.984375,-14.0,-63.0,9.0,32.43,70.18,W
9393.984375,-14.0,-64.0,8.0,32.43,70.47,W
9394.984375,-11.0,-63.0,11.0,32.43,70.73,W
9395.984375,-10.0,-63.0,12.0,32.43,71.02,W
9396.984375,-12.0,-64.0,10.0,32.45,71.33,W
9397.984375,-12.0,-63.0,10.0,32.43,71.67,W
9398.984375,-12.0,-63.0,10.0,32.45,72.0,W
9399.984375,-12.0,-63.0,10.0,32.45,72.38,W
9400.984375,-12.0,-64.0,12.0,32.45,72.75,W
9401.984375,-13.0,-63.0,12.0,32.41,73.13,W
9402.984375,-12.0,-63.0,12.0,32.43,73.48,W
9403.984375,-12.0,-63.0,11.0,32.43,73.85,W
9404.984375,-12.0,-63.0,12.0,32.45,74.23,W
9405.984375,-13.0,-63.0,12.0,32.43,74.55,W
9406.984375,-13.0,-63.0,11.0,32.43,74.82,W
9407.984375,-13.0,-63.0,11.0,32.43,75.1,W
9408.984375,-10.0,-60.0,14.0,32.43,75.35,W
9409.984375,-13.0,-63.0,12.0,32.43,75.68,W
9410.984375,-12.0,-63.0,11.0,32.43,75.97,W
9411.984375,-13.0,-63.0,11.0,32.43,76.38,W
9412.984375,-12.0,-63.0,11.0,32.43,76.75,W
9413.984375,-14.0,-63.0,9.0,32.41,77.1,W
9414.984375,-14.0,-63.0,9.0,32.45,77.45,W
9415.984375,-14.0,-63.0,10.0,32.43,77.83,W
9416.984375,-15.0,-63.0,10.0,32.43,78.13,W
9417.984375,-16.0,-63.0,11.0,32.41,78.57,W
9418.984375,-14.0,-63.0,12.0,32.45,78.97,W
9419.984375,-14.0,-63.0,12.0,32.45,79.12,W
9420.984375,-15.0,-63.0,11.0,32.45,79.17,W
9421.984375,-14.0,-63.0,11.0,32.45,79.23,W
9422.984375,-15.0,-63.0,8.0,32.43,79.28,W
9423.984375,-18.0,-62.0,8.0,32.45,79.25,W
9424.984375,-13.0,-62.0,14.0,32.45,79.28,W
9425.984375,-13.0,-63.0,11.0,32.43,79.32,W
9426.984375,-12.0,-63.0,12.0,32.43,79.32,W
9427.984375,-14.0,-63.0,11.0,32.43,79.3,W
9428.984375,-13.0,-63.0,12.0,32.45,79.3,W
9429.984375,-16.0,-63.0,9.0,32.45,79.35,W
9430.984375,-15.0,-62.0,12.0,32.45,79.42,W
9431.984375,-12.0,-63.0,13.0,32.45,79.45,W
9432.984375,-14.0,-63.0,11.0,32.45,79.5,W
9433.984375,-12.0,-63.0,14.0,32.47,79.6,W
9434.984375,-15.0,-62.0,10.0,32.47,79.72,W
9435.984375,-15.0,-62.0,11.0,32.45,79.83,W
9436.984375,-13.0,-63.0,11.0,32.45,79.95,W
9437.984375,-14.0,-63.0,11.0,32.47,80.05,W
9438.984375,-13.0,-63.0,13.0,32.47,80.1,W
9439.984375,-14.0,-63.0,10.0,32.49,80.15,W
9440.984375,-15.0,-62.0,11.0,32.47,80.17,W
9441.984375,-13.0,-63.0,12.0,32.47,80.17,W
9442.984375,-14.0,-63.0,13.0,32.47,80.2,W
9443.984375,-14.0,-63.0,12.0,32.47,80.23,W
9444.984375,-15.0,-63.0,12.0,32.47,80.2,W
9445.984375,-13.0,-63.0,11.0,32.49,80.17,W
9446.984375,-15.0,-62.0,12.0,32.49,80.13,W
9447.984375,-15.0,-63.0,12.0,32.47,80.1,W
9448.984375,-15.0,-63.0,12.0,32.49,80.03,W
9449.984375,-14.0,-62.0,12.0,32.47,80.1,W
9450.984375,-14.0,-63.0,11.0,32.5,80.15,W
9451.984375,-13.0,-62.0,14.0,32.49,80.18,W
9452.984375,-14.0,-63.0,11.0,32.49,80.25,W
9453.984375,-12.0,-63.0,15.0,32.49,80.18,W
9454.984375,-10.0,-63.0,12.0,32.49,80.13,W
9455.984375,-15.0,-62.0,12.0,32.5,80.12,W
9456.984375,-15.0,-63.0,11.0,32.49,80.05,W
9457.984375,-15.0,-62.0,11.0,32.47,80.05,W
9458.984375,-14.0,-62.0,12.0,32.49,80.0,W
9459.984375,-14.0,-63.0,12.0,32.49,79.88,W
9460.984375,-13.0,-62.0,14.0,32.5,79.72,W
9461.984375,-14.0,-62.0,14.0,32.49,79.53,W
9462.984375,-14.0,-62.0,12.0,32.49,79.37,W
9463.984375,-15.0,-62.0,13.0,32.5,79.17,W
9464.984375,-15.0,-62.0,13.0,32.5,78.98,W
9465.984375,-14.0,-62.0,13.0,32.5,78.83,W
9466.984375,-15.0,-63.0,12.0,32.5,78.78,W
9467.984375,-14.0,-62.0,14.0,32.5,78.73,W
9468.984375,-15.0,-62.0,12.0,32.5,78.68,W
9469.984375,-15.0,-62.0,13.0,32.53,78.58,W
9470.984375,-15.0,-62.0,14.0,32.49,78.53,W
9471.984375,-14.0,-63.0,11.0,32.55,78.47,W
9472.984375,-15.0,-63.0,12.0,32.53,78.37,W
9473.984375,-15.0,-63.0,12.0,32.5,78.3,W
9474.984375,-14.0,-62.0,15.0,32.5,78.2,W
9475.984375,-15.0,-63.0,11.0,32.5,78.13,W
9476.984375,-15.0,-62.0,12.0,32.5,78.18,W
9477.984375,-14.0,-63.0,12.0,32.53,78.2,W
9478.984375,-13.0,-62.0,14.0,32.53,78.25,W
9479.984375,-15.0,-62.0,11.0,32.53,78.28,W
9480.984375,-14.0,-62.0,12.0,32.53,78.42,W
9481.984375,-15.0,-62.0,12.0,32.53,78.52,W
9482.984375,-13.0,-63.0,12.0,32.53,78.7,W
9483.984375,-15.0,-63.0,12.0,32.53,78.9,W
9484.984375,-13.0,-62.0,14.0,32.53,79.07,W
9485.984375,-14.0,-62.0,13.0,32.53,79.27,W
9486.984375,-14.0,-63.0,13.0,32.55,79.43,W
9487.984375,-13.0,-62.0,13.0,32.53,79.57,W
9488.984375,-16.0,-62.0,12.0,32.53,79.62,W
9489.984375,-15.0,-62.0,13.0,32.55,79.63,W
9490.984375,-14.0,-62.0,12.0,32.55,79.57,W
9491.984375,-13.0,-62.0,16.0,32.53,79.5,W
9492.984375,-16.0,-62.0,11.0,32.53,79.42,W
9493.984375,-12.0,-62.0,15.0,32.53,79.27,W
9494.984375,-15.0,-62.0,13.0,32.57,79.0,W
9495.984375,-13.0,-62.0,16.0,32.5,78.73,W
9496.984375,-13.0,-64.0,10.0,32.53,78.43,W
9497.984375,-15.0,-62.0,15.0,32.53,78.1,W
9498.984375,-14.0,-63.0,14.0,32.53,77.7,W
9499.984375,-14.0,-63.0,12.0,32.5,77.33,W
9500.984375,-14.0,-62.0,13.0,32.53,77.0,W
9501.984375,-14.0,-62.0,14.0,32.5,76.65,W
9502.984375,-16.0,-62.0,13.0,32.53,76.3,W
9503.984375,-13.0,-62.0,15.0,32.53,75.98,W
9504.984375,-15.0,-62.0,12.0,32.5,75.82,W
9505.984375,-13.0,-61.0,15.0,32.55,75.65,W
9506.984375,-15.0,-62.0,13.0,32.53,75.52,W
9507.984375,-14.0,-62.0,13.0,32.53,75.42,W
9508.984375,-15.0,-62.0,14.0,32.5,75.28,W
9509.984375,-15.0,-62.0,14.0,32.53,75.08,W
9510.984375,-15.0,-63.0,12.0,32.53,74.88,W
9511.984375,-13.0,-62.0,16.0,32.53,74.67,W
9512.984375,-11.0,-64.0,11.0,32.53,74.65,W
9513.984375,-13.0,-62.0,12.0,32.5,74.68,W
9514.984375,-13.0,-63.0,12.0,32.53,74.75,W
9515.984375,-13.0,-62.0,13.0,32.5,74.78,W
9516.984375,-14.0,-62.0,12.0,32.53,74.85,W
9517.984375,-12.0,-63.0,14.0,32.57,74.82,W
9518.984375,-12.0,-63.0,15.0,32.53,74.82,W
9519.984375,-12.0,-63.0,14.0,32.53,74.85,W
9520.984375,-13.0,-62.0,14.0,32.55,74.9,W
9521.984375,-14.0,-62.0,14.0,32.53,74.93,W
9522.984375,-15.0,-62.0,11.0,32.5,74.92,W
9523.984375,-11.0,-63.0,14.0,32.5,74.93,W
9524.984375,-13.0,-63.0,11.0,32.53,74.92,W
9525.984375,-13.0,-63.0,12.0,32.5,74.9,W
9526.984375,-13.0,-63.0,13.0,32.53,74.83,W
9527.984375,-13.0,-63.0,14.0,32.53,74.75,W
9528.984375,-12.0,-64.0,8.0,32.5,74.63,W
9529.984375,-12.0,-64.0,10.0,32.5,74.52,W
9530.984375,-14.0,-63.0,11.0,32.53,74.42,W
9531.984375,-13.0,-62.0,13.0,32.5,74.32,W
9532.984375,-13.0,-63.0,12.0,32.5,74.27,W
9533.984375,-11.0,-62.0,13.0,32.53,74.18,W
9534.984375,-13.0,-63.0,13.0,32.49,74.1,W
9535.984375,-12.0,-62.0,14.0,32.49,73.93,W
9536.984375,-13.0,-63.0,13.0,32.49,73.78,W
9537.984375,-15.0,-63.0,10.0,32.49,73.62,W
9538.984375,-11.0,-63.0,14.0,32.5,73.4,W
9539.984375,-14.0,-63.0,12.0,32.5,73.13,W
9540.984375,-14.0,-62.0,12.0,32.5,72.8,W
9541.984375,-11.0,-62.0,15.0,32.5,72.48,W
9542.984375,-14.0,-63.0,12.0,32.5,72.17,W
9543.984375,-12.0,-63.0,13.0,32.5,71.87,W
9544.984375,-14.0,-62.0,13.0,32.53,71.58,W
9545.984375,-13.0,-62.0,13.0,32.5,71.32,W
9546.984375,-13.0,-62.0,13.0,32.5,71.1,W
9547.984375,-14.0,-62.0,13.0,32.5,70.93,W
9548.984375,-14.0,-63.0,14.0,32.55,70.87,W
9549.984375,-14.0,-63.0,13.0,32.53,70.75,W
9550.984375,-14.0,-62.0,15.0,32.55,70.65,W
9551.984375,-12.0,-62.0,14.0,32.53,70.52,W
9552.984375,-15.0,-62.0,13.0,32.53,70.43,W
9553.984375,-13.0,-62.0,14.0,32.5,70.47,W
9554.984375,-15.0,-62.0,15.0,32.53,70.58,W
9555.984375,-15.0,-62.0,13.0,32.53,70.6,W
9556.984375,-14.0,-62.0,14.0,32.53,70.67,W
9557.984375,-13.0,-62.0,16.0,32.55,70.77,W
9558.984375,-15.0,-62.0,14.0,32.55,71.02,W
9559.984375,-12.0,-62.0,15.0,32.5,71.27,W
9560.984375,-13.0,-62.0,14.0,32.5,71.48,W
9561.984375,-13.0,-62.0,15.0,32.5,71.7,W
9562.984375,-13.0,-62.0,14.0,32.53,71.9,W
9563.984375,-13.0,-62.0,16.0,32.53,72.08,W
9564.984375,-15.0,-62.0,13.0,32.5,72.22,W
9565.984375,-12.0,-62.0,17.0,32.49,72.35,W
9566.984375,-14.0,-63.0,14.0,32.49,72.45,W
9567.984375,-14.0,-62.0,14.0,32.55,72.53,W
9568.984375,-13.0,-62.0,18.0,32.5,72.67,W
9569.984375,-14.0,-62.0,15.0,32.53,72.83,W
9570.984375,-14.0,-62.0,15.0,32.53,73.02,W
9571.984375,-13.0,-61.0,16.0,32.53,73.17,W
9572.984375,-15.0,-62.0,14.0,32.55,73.25,W
9573.984375,-15.0,-61.0,16.0,32.5,73.37,W
9574.984375,-15.0,-61.0,16.0,32.55,73.45,W
9575.984375,-14.0,-62.0,16.0,32.5,73.53,W
9576.984375,-14.0,-62.0,16.0,32.5,73.6,W
9577.984375,-16.0,-62.0,15.0,32.53,73.7,W
9578.984375,-16.0,-62.0,14.0,32.5,73.77,W
9579.984375,-16.0,-62.0,14.0,32.53,73.87,W
9580.984375,-16.0,-61.0,15.0,32.53,74.0,W
9581.984375,-15.0,-62.0,14.0,32.5,74.13,W
9582.984375,-15.0,-61.0,17.0,32.53,74.32,W
9583.984375,-15.0,-62.0,15.0,32.5,74.5,W
9584.984375,-15.0,-61.0,15.0,32.53,74.7,W
9585.984375,-13.0,-61.0,18.0,32.55,74.85,W
9586.984375,-17.0,-62.0,14.0,32.55,74.98,W
9587.984375,-16.0,-62.0,15.0,32.53,75.13,W
9588.984375,-16.0,-61.0,15.0,32.5,75.27,W
9589.984375,-16.0,-61.0,15.0,32.5,75.43,W
9590.984375,-17.0,-62.0,14.0,32.5,75.55,W
9591.984375,-16.0,-61.0,15.0,32.5,75.67,W
9592.984375,-18.0,-61.0,14.0,32.53,75.72,W
9593.984375,-18.0,-61.0,14.0,32.5,75.78,W
9594.984375,-14.0,-62.0,16.0,32.53,75.9,W
9595.984375,-16.0,-61.0,15.0,32.5,76.08,W
9596.984375,-16.0,-61.0,16.0,32.53,76.22,W
9597.984375,-16.0,-61.0,16.0,32.5,76.37,W
9598.984375,-15.0,-61.0,16.0,32.5,76.55,W
9599.984375,-17.0,-61.0,15.0,32.5,76.8,W
9600.984375,-13.0,-62.0,16.0,32.53,77.08,W
9601.984375,-16.0,-61.0,15.0,32.5,77.33,W
9602.984375,-18.0,-61.0,16.0,32.53,77.47,W
9603.984375,-15.0,-62.0,15.0,32.5,77.42,W
9604.984375,-15.0,-62.0,16.0,32.5,77.38,W
9605.984375,-16.0,-61.0,17.0,32.5,77.32,W
9606.984375,-15.0,-62.0,15.0,32.5,77.23,W
9607.984375,-13.0,-62.0,15.0,32.53,77.13,W
9608.984375,-15.0,-62.0,15.0,32.53,77.02,W
9609.984375,-14.0,-62.0,15.0,32.5,76.93,W
9610.984375,-14.0,-61.0,16.0,32.53,76.88,W
9611.984375,-16.0,-62.0,15.0,32.49,76.82,W
9612.984375,-16.0,-61.0,15.0,32.53,76.68,W
9613.984375,-14.0,-62.0,16.0,32.53,76.45,W
9614.984375,-15.0,-61.0,18.0,32.5,76.22,W
9615.984375,-16.0,-62.0,15.0,32.5,76.05,W
9616.984375,-16.0,-61.0,15.0,32.53,75.83,W
9617.984375,-15.0,-62.0,14.0,32.53,75.62,W
9618.984375,-14.0,-62.0,16.0,32.5,75.32,W
9619.984375,-14.0,-62.0,15.0,32.49,74.95,W
9620.984375,-16.0,-62.0,16.0,32.53,74.6,W
9621.984375,-14.0,-61.0,19.0,32.53,74.22,W
9622.984375,-15.0,-61.0,17.0,32.53,73.8,W
9623.984375,-16.0,-61.0,17.0,32.55,73.55,W
9624.984375,-15.0,-61.0,16.0,32.53,73.65,W
9625.984375,-16.0,-61.0,16.0,32.53,73.72,W
9626.984375,-15.0,-62.0,15.0,32.53,73.67,W
9627.984375,-15.0,-61.0,16.0,32.53,73.47,W
9628.984375,-15.0,-61.0,16.0,32.5,73.22,W
9629.984375,-12.0,-61.0,18.0,32.53,73.0,W
9630.984375,-14.0,-61.0,18.0,32.5,72.83,W
9631.984375,-11.0,-62.0,15.0,32.53,72.65,W
9632.984375,-8.0,-65.0,9.0,32.53,72.27,W
9633.984375,-12.0,-63.0,14.0,32.5,71.85,W
9634.984375,-11.0,-63.0,15.0,32.5,71.4,W
9635.984375,-9.0,-63.0,12.0,32.53,70.97,W
9636.984375,-8.0,-65.0,8.0,32.49,70.55,W
9637.984375,-6.0,-65.0,5.0,32.49,70.27,W
