movement,cosine,delta_hr,hr_rmssd,label
0.0,-0.422618,-0.8079070139154296,9.845589376271186e-05,0
0.0,-0.424595,-0.807866639873256,9.845589925423728e-05,0
0.0,-0.426569,-0.7869775590531488,9.992593262711863e-05,0
0.0,-0.428541,-0.7473010906083002,0.00010522933467796609,0
0.0,-0.430511,-0.7102893089469035,0.00010984430079661015,0
0.0,-0.432479,-0.7061375116100606,0.00010990237199999998,1
0.0,-0.434445,-0.7037958171639968,0.0001099208454915254,0
0.0,-0.436409,-0.6966137236617973,0.00011009462183050845,1
0.0,-0.438371,-0.6952096041950961,0.00011010126379661015,1
0.0,-0.440331,-0.6925628614303881,0.00011012486379661015,1
0.0,-0.442289,-0.667436749184405,0.00011225172488135593,1
0.0,-0.444244,-0.648860203779903,0.00011341429308474574,1
0.0,-0.446198,-0.6407225912795972,0.00011363738433898303,1
0.0,-0.448149,-0.6422769919032775,0.00011364552415254235,1
0.0,-0.450098,-0.6441364408456021,0.00011365717230508474,1
0.0,-0.452046,-0.6398657643845814,0.00011371861664406778,1
0.0,-0.45399,-0.5074613360788878,0.00017277863189830506,1
0.0,-0.455933,-0.24919307429960957,0.0003974928816610169,1
0.0,-0.457874,-0.15819222624285367,0.0004253912891355932,1
0.0,-0.459812,-0.1265950522373937,0.00042875473945762707,1
0.0,-0.461749,0.3961344007901111,0.0013492943394745765,1
0.0,-0.463683,1.2972605920794966,0.00408493946659322,1
4e-06,-0.465615,2.018116685064146,0.0058355344564237285,1
8.6e-05,-0.467544,2.4242459042945446,0.006391204528033898,0
0.001288,-0.469472,2.5065954923144536,0.006414050592372881,0
0.013465,-0.471397,2.49912405151001,0.006414238652728813,0
0.098687,-0.47332,2.5673113227363884,0.006429902381542373,1
0.507246,-0.47524,2.7036073601071404,0.006492485181966101,1
1.828513,-0.477159,2.8029387188656973,0.006525725202728813,0
0.0,-0.501888,2.5110074779230813,0.006812273770593221,0
0.0,-0.503774,1.745634517437448,0.008784898471694915,0
0.0,-0.505657,0.7789834987027934,0.011926033123440675,0
0.0,-0.507538,-0.01481278747299341,0.014048180237016948,0
0.0,-0.509417,-0.19549559820883694,0.014157677623661016,0
0.0,-0.511293,-0.20228965230570203,0.014153414598661016,0
0.0,-0.513167,-0.2747341419790426,0.01416999503179661,0
0.0,-0.515038,-0.33700437302465786,0.014182045206084746,0
0.0,-0.516907,-0.26059649821128406,0.014201550636999998,0
0.0,-0.518773,0.020133189030525356,0.014466942484508473,0
0.0,-0.520637,0.3521244518186387,0.014838178434338982,0
6e-06,-0.522499,0.605150817122389,0.015053862342898301,0
8.5e-05,-0.524357,0.698885885035229,0.015083186322627116,0
0.000901,-0.526214,0.7071020026175389,0.015083265938898303,0
0.006676,-0.528068,0.7456883719237029,0.015084774667440674,0
0.03468,-0.529919,0.8207818473640943,0.015098842540745758,0
0.126346,-0.531768,0.8644306729583481,0.015097605279576267,0
0.322845,-0.533615,0.8565151176899966,0.015089314991864403,0
0.57862,-0.535458,0.8380933394471596,0.015068978798101691,0
0.005948,-0.573576,-0.12529635388081237,0.01817287942033898,0
0.044488,-0.575362,-0.027299581516323838,0.018198121857220334,0
0.233329,-0.577145,0.008079294439388705,0.01820151943730508,0
0.858231,-0.578925,0.011822865349810517,0.018201307529864406,0
2.214011,-0.580703,0.010324539784704576,0.018199607271898302,0
4.006036,-0.582478,0.008581726964214527,0.018198538987152537,0
4.525899,-0.586019,0.018056168860932312,0.01819807052342372,0
2.825939,-0.587785,0.022349275345382613,0.018197803882406778,0
1.237615,-0.589549,0.02134441029573072,0.018197588111016946,0
0.380151,-0.59131,0.014162316793531348,0.01819772984286441,0
0.081894,-0.593068,0.008417987793177524,0.01819738164430509,0
0.012372,-0.594823,-0.004023946203293402,0.018197826331898308,0
0.001311,-0.596575,-0.03622897384369921,0.01820132043088136,0
9.7e-05,-0.598325,-0.1075429903361814,0.018216983591338984,0
5e-06,-0.600071,-0.16093541810830966,0.018221284094644068,0
0.0,-0.601815,-0.11479461691101293,0.018223841434305083,0
0.0,-0.603556,0.3192083924355106,0.018858345296389828,0
0.0,-0.605294,0.8317389138095173,0.019743295704322032,0
0.0,-0.607029,1.1109299014440472,0.020005719873474576,0
1e-06,-0.608761,1.4371274891802615,0.02036418092711864,0
1.2e-05,-0.610491,1.7429698306539962,0.02067928297654237,0
0.000188,-0.612217,1.8426892288178878,0.020710656348745762,0
0.002019,-0.613941,1.8127608485555997,0.020712511333915256,0
0.015244,-0.615661,1.778218612473816,0.020716307903677966,0
0.08092,-0.617379,1.7420569287004062,0.020720705168677966,0
0.303191,-0.619094,1.6944088299286317,0.020728342080677965,0
2.021309,-0.632705,1.5293373154998795,0.02082007854881356,0
0.874546,-0.634393,1.4431970535203464,0.020786016282983055,0
0.267568,-0.636078,1.4539006607010134,0.02056168799905085,0
0.05763,-0.63776,1.473583006260601,0.020535094686915258,0
0.008723,-0.639439,1.3780692374897834,0.020562465336406786,0
0.000927,-0.641115,1.2605919897765747,0.01968841964528814,0
6.9e-05,-0.642788,0.9807841764977273,0.01721653407764407,0
4e-06,-0.644457,0.4485197205102445,0.01642036773188136,0
0.0,-0.646124,0.00907294447732566,0.01651527824605085,0
0.0,-0.647788,-0.09607451935656058,0.0165296787390678,0
0.0,-0.649448,-0.21711814079509634,0.016578850360491528,0
0.0,-0.651105,-0.406501557619332,0.016684015978949154,0
0.0,-0.65276,-0.46100651455357483,0.01663144148361017,0
0.0,-0.654411,-0.4762948185232786,0.016598988884135593,0
0.0,-0.656059,-0.4685519744353359,0.016312079955322033,0
0.0,-0.657704,-0.5033858008217059,0.014342678520932205,0
0.0,-0.659346,-0.5400499171199419,0.011199256221728815,0
3e-06,-0.660985,-0.5420058151630143,0.009076480936694916,0
5.5e-05,-0.66262,-0.5461172384576838,0.008966555732847459,0
0.000716,-0.664252,-0.5453434026493581,0.008966402244440678,0
0.006521,-0.665882,-0.5458077041343534,0.008948722279101694,0
0.041644,-0.667508,-0.5490331415035485,0.008935694129949153,0
0.186518,-0.669131,-0.5556544844200048,0.00891617362281356,0
0.58596,-0.67075,-0.5552911180404432,0.008650673644508475,0
1.291738,-0.672367,-0.5538937275807709,0.00827936577984746,0
2.001286,-0.67398,-0.49624408136168,0.0080748771960339,0
2.192566,-0.67559,-0.2476274586642145,0.008253509792322035,0
1.74063,-0.677197,0.010517437986200195,0.008477782001677968,0
1.090888,-0.678801,0.19089744340574263,0.008582379838152545,0
0.659803,-0.680401,0.3280458216668241,0.008626750475169495,0
0.446398,-0.681998,0.38205731808561294,0.008630159878559324,0
0.290223,-0.683592,0.3844573305925938,0.008629968201593223,0
0.148576,-0.685183,0.37860309447743434,0.008628940383474577,0
0.055068,-0.68677,0.4315917818278277,0.005511654151186441,0
0.014429,-0.688355,0.5397314107872397,0.005518697894305085,0
0.002656,-0.689935,0.6277804677606433,0.005540599038305086,0
0.000343,-0.691513,0.6372952836995345,0.0055408568180169504,0
3.1e-05,-0.693087,0.6360750904249572,0.005540854270762714,0
2e-06,-0.694658,0.645482242251386,0.005541142167491527,0
0.0,-0.696226,0.6247838166304314,0.005542283079491527,0
0.0,-0.69779,0.5436858239179012,0.005564377875084747,0
0.0,-0.699352,0.45103412613671734,0.005593294274152545,0
0.0,-0.700909,0.3363539023451958,0.005637426809406782,0
0.0,-0.702464,0.09783751919813748,0.0058289727674237304,0
0.0,-0.704015,-0.18498040322497977,0.0060979162710169494,0
0.0,-0.705562,-0.3039133594587779,0.006142075464440679,0
0.0,-0.707107,-0.24898671808405612,0.006135106035762713,0
0.0,-0.708648,-0.03288914335501243,0.006282823717677966,0
0.0,-0.710185,0.08578138160465779,0.0063230946432372885,0
0.0,-0.71172,0.09632573561897369,0.005688907276067797,0
0.0,-0.71325,0.10344278205322696,0.004804109037508475,0
0.0,-0.714778,0.10398334561788343,0.004541512076440678,0
4e-06,-0.716302,0.094307033510298,0.004183359814661017,0
6.7e-05,-0.717823,0.09821434359175693,0.003868285598525423,0
0.000876,-0.71934,0.12103240642682081,0.0038365394318305083,0
0.008078,-0.720854,0.2053244344757447,0.0038574584276101697,0
0.052253,-0.722364,0.2911282461038322,0.00387824162279661,0
0.237043,-0.723871,0.2805794060848304,0.0038742111028813556,0
0.754174,-0.725374,0.22456042256908057,0.0038771345872203387,0
1.682917,-0.726874,0.14309906347698878,0.0038076925582033894,0
2.634009,-0.728371,0.10132538784146049,0.0037885736795593215,0
2.89164,-0.729864,0.044873504873517045,0.0037989237853220336,0
2.226617,-0.731354,-0.07737909482788102,0.003847969300423729,0
1.202584,-0.73284,-0.110887306829554,0.0038210178060508475,0
0.455555,-0.734323,-0.08163631327484373,0.003777406400220339,0
0.121033,-0.735802,-0.029735482060792417,0.0035227216427966106,0
0.022551,-0.737277,0.0022093573078283938,0.002571730872694916,0
0.002947,-0.738749,-0.017392240167412275,0.001922444695745763,0
0.00027,-0.740218,-0.028977347268867543,0.0018856502947457632,0
1.7e-05,-0.741683,-0.04737893849061779,0.0018374313861186443,0
1e-06,-0.743145,-0.16789769738089771,0.0017655345873389832,0
0.0,-0.744603,-0.30217054663828785,0.0018162649054576274,0
0.0,-0.746057,-0.376642710429676,0.001834161768983051,0
0.0,-0.747508,-0.4550580723400106,0.001854675079084746,0
0.0,-0.748956,-0.4622087638094084,0.0018507595272881357,0
0.0,-0.7504,-0.47525855144082507,0.001846804568101695,0
0.0,-0.75184,-0.49315995314009226,0.0018478712795762713,0
0.0,-0.753276,-0.5069454455400041,0.0018484545580000002,0
0.0,-0.75471,-0.5163570833711185,0.0018487509544576274,0
0.0,-0.756139,-0.5193335474802437,0.0018487800744576273,0
0.0,-0.757565,-0.5253694667851839,0.001848867763220339,0
0.0,-0.758987,-0.5371743881162506,0.0018491895405932206,0
0.0,-0.760406,-0.5293395809322461,0.0018493958932203393,0
0.0,-0.761821,-0.5290390186182877,0.0018493896191016954,0
0.0,-0.763232,-0.5565449563501651,0.0018407419642711867,0
0.0,-0.76464,-0.6142484346254873,0.0016437267065593224,0
0.0,-0.766044,-0.6593686697567314,0.0014260856139322038,0
0.0,-0.767445,-0.6712857412049467,0.0013169502310169494,0
0.0,-0.768842,-0.6717186406571405,0.001253582878881356,0
0.0,-0.770235,-0.6694442362813658,0.0012437724008474574,1
0.0,-0.771625,-0.666777306495571,0.001243776957135593,0
0.0,-0.77301,-0.6663488930480632,0.001243662116135593,0
0.0,-0.774393,-0.6651421577875437,0.0012342078122033896,0
0.0,-0.775771,-0.653175740287783,0.0011952936644237288,0
0.0,-0.777146,-0.6377887442149885,0.0011699734029830507,1
0.0,-0.778517,-0.6369610763504315,0.0011696707181864407,0
0.0,-0.779884,-0.6500400230123068,0.0011702419830169491,0
0.0,-0.781248,-0.6624101809338028,0.001170459365881356,0
0.0,-0.782608,-0.672088736043731,0.00116933162420339,0
0.0,-0.783964,-0.6895527522861185,0.001148202225220339,0
0.0,-0.785317,-0.6928948257771481,0.00111932005320339,1
0.0,-0.786666,-0.6946421246023241,0.0010750240270508476,1
0.0,-0.788011,-0.7116552973737739,0.0008843420267288138,1
0.0,-0.789352,-0.7268763112731884,0.0006156575161355935,1
0.0,-0.79069,-0.7252905086167066,0.0005680126902542376,1
0.0,-0.792023,-0.7192859913445679,0.0005579703883050849,1
0.0,-0.793353,-0.7141248429533872,0.00040073854003389844,1
0.0,-0.79468,-0.7036298349906167,0.0003536663771864408,1
0.0,-0.796002,-0.6948641818342783,0.0003535506663898306,1
0.0,-0.797321,-0.6778442800557996,0.0003543559174915255,1
0.0,-0.798636,-0.6607346581836018,0.00035534114296610175,1
0.0,-0.799947,-0.5168774599146883,0.0004247448022881356,1
0.0,-0.801254,-0.42516558011521005,0.00045302944601694915,1
0.0,-0.802557,-0.3849014450565025,0.0004567370472372881,1
0.0,-0.803857,-0.25638189680883794,0.0004884455964576271,1
0.0,-0.805153,-0.1412553155510649,0.0005082946204067796,1
1e-06,-0.806445,-0.09657246587670058,0.0005146459429830508,1
2.8e-05,-0.807733,-0.08025686683391528,0.0005049706963898304,1
0.000373,-0.809017,-0.07265308889123707,0.0004828095942881356,1
0.003527,-0.810297,-0.07035849749437563,0.0004769484612881356,1
0.023355,-0.811574,-0.03203680246468273,0.00047115980028813553,1
0.108457,-0.812847,-0.02874183202285546,0.0004208457654576271,1
0.353228,-0.814116,-0.01931000717065414,0.0004173628553559322,1
0.806859,-0.81538,0.020871136801363387,0.00041991952849152543,1
1.452724,-0.817899,0.14327401765974074,0.00046131920171186446,0
1.145086,-0.819152,0.14826021186816957,0.0004579650858644069,0
0.633087,-0.820401,0.15244565424015719,0.0004567296932372883,0
0.245497,-0.821647,0.16709470254211345,0.0004570004853728814,0
0.001703,-0.82536,0.30112530754646255,0.000516379373661017,0
0.00016,-0.82659,0.32533627483651256,0.00046942157832203396,0
1.1e-05,-0.827816,0.29039927034236596,0.0004127950191186441,0
0.0,-0.829038,0.24303154686346287,0.0004016695465762713,0
0.0,-0.830256,0.23186588120014365,0.0003813742734237289,0
0.0,-0.83147,0.24560875655553893,0.00038183828672881366,0
0.0,-0.83268,0.23538290887392527,0.00038161685210169496,0
0.0,-0.833886,0.21193904838517189,0.0003823888511355933,0
0.0,-0.835088,0.24161621238504707,0.0003847157332542373,0
0.0,-0.836286,0.3036756012104229,0.0003973922045762713,0
7e-06,-0.83748,0.31335864232503696,0.0003976782310169493,0
0.000138,-0.838671,0.3228084111959821,0.0003978563308135595,0
0.001904,-0.839857,0.3410193472185795,0.0003985041103389832,0
7.821005,-0.849202,0.45721584059395076,0.00044378298096610206,0
4.584351,-0.850352,0.4452494230941901,0.00044426508722033935,0
1.897184,-0.851498,0.42676708378809286,0.00044286706062711905,0
0.554541,-0.85264,0.3119096628114766,0.0004760929889830512,0
0.114522,-0.853778,0.10350558611883015,0.000615553533271187,0
0.016713,-0.854912,-0.09907117048677247,0.0007533259274406785,0
0.001724,-0.856042,-0.21492448450366872,0.0007985426825593225,0
0.000126,-0.857167,-0.2434599603109707,0.000801268463711865,0
6e-06,-0.858289,-0.23325429965044375,0.000801595392169492,0
0.0,-0.859406,-0.25853293605574895,0.0008037475348644073,0
0.0,-0.86052,-0.2561934846120281,0.0008037610671525429,0
0.0,-0.861629,-0.2519856122166109,0.0008033383070000006,0
0.0,-0.862734,-0.26001556060445413,0.0008027579137796615,0
0.0,-0.863836,-0.3059948656330568,0.0008098777924237291,0
0.0,-0.864933,-0.42998803515260187,0.0008610960608813562,0
0.0,-0.866025,-0.5630249901190139,0.0009202061984915258,0
0.0,-0.867114,-0.6712633111815169,0.0009593591190169494,0
0.0,-0.868199,-0.7505512010032681,0.0009795104750338986,0
0.0,-0.869279,-0.8056774695865143,0.0009897106246779665,0
0.0,-0.870356,-0.8404843799447688,0.0009937818362542377,0
0.0,-0.871428,-0.8396813851059844,0.000992808886067797,0
0.0,-0.872496,-0.8435572931546417,0.000992078990949153,0
0.0,-0.87356,-0.8476642304446252,0.0009921273420000004,0
0.0,-0.87462,-0.8482092800139677,0.0009920068796271191,0
0.0,-0.875675,-0.8490302188714958,0.000991919411067797,0
0.0,-0.876727,-0.8460313247389409,0.0009915786403559327,0
0.0,-0.877774,-0.8280783339857853,0.0009924056158135599,0
0.0,-0.878817,-0.8000318326892515,0.0009940797221186445,0
0.0,-0.879856,-0.7784182621123641,0.0009946672833389836,0
0.0,-0.880891,-0.7708414001978015,0.0009251415950000005,0
0.0,-0.881921,-0.7653101564200301,0.0008969085884237294,0
0.0,-0.882948,-0.7387417936675155,0.000893824954932204,0
0.0,-0.88397,-0.6938570737822836,0.0008449669772542379,0
0.0,-0.884988,-0.6886936823887598,0.0008004049141186446,0
2.93177,-0.892979,0.08512642492050977,0.0028109697244237293,0
6.196662,-0.893959,0.08387258661078782,0.00281007822281356,0
7.908195,-0.896873,0.05821039680483426,0.0028121020258813564,0
4.343896,-0.897836,0.040252920046992734,0.002813170661593221,0
1.688593,-0.898794,0.01692345267773102,0.0028100568238983055,0
0.0,-0.909961,0.0565931921155507,0.00281532185161017,0
0.0,-0.910864,0.1636292639222202,0.002853618739322034,0
0.0,-0.911762,0.2262000572817939,0.002861369170169492,0
0.0,-0.912656,0.2055150896748974,0.002812336140389831,0
0.0,-0.913545,0.17005770863718078,0.0028164878545423734,0
0.0,-0.914431,0.13637229945041296,0.0028202515556949156,0
0.0,-0.915311,0.12351989602517788,0.0028200850970338987,0
0.0,-0.916188,0.11885220814945115,0.0027596388349322037,0
0.0,-0.91706,0.0855010063117862,0.0027614113217966103,0
0.0,-0.917928,0.04058937039843864,0.0027640945210000004,0
0.0,-0.918791,-0.00703181234522022,0.0027641756301016954,0
0.0,-0.91965,-0.06861119866919975,0.0027765305730169496,0
0.0,-0.920505,-0.14655104408282407,0.00279635910479661,0
0.0,-0.923042,-0.20962651296956664,0.0028094100566610166,0
0.0,-0.92388,-0.21298204447465416,0.0028075963907627116,0
0.0,-0.926364,-0.23538515187626807,0.002806320132847457,0
0.0,-0.927184,-0.25247010072269305,0.0027943286153050842,0
0.0,-0.927999,-0.3196771799251918,0.0028092293759830506,0
0.0,-0.92881,-0.3729529715754855,0.002818490530813559,0
0.0,-0.929616,-0.3803032902534078,0.0028175552862033893,0
0.0,-0.930418,-0.37067632419736796,0.002772381842949152,0
0.0,-0.931215,-0.27057337263282777,0.002805657866949152,0
0.0,-0.932008,-0.21186278630551061,0.002816119443644067,0
0.0,-0.93436,0.36918248463694797,0.003909063671694914,0
0.0,-0.935135,0.5964928280785136,0.003936815797033897,0
0.0,-0.936672,0.5963627339426211,0.0037985650197288126,0
0.0,-0.937434,0.6063710103969664,0.003753685081474575,0
0.0,-0.944089,1.1447027877221911,0.004727253738101693,0
0.0,-0.945519,1.1479730851382455,0.004726938878169489,0
0.0,-0.946227,1.1281561594380796,0.0047261091209661,0
0.0,-0.94693,1.1015810676785358,0.004728469921898303,0
0.0,-0.947629,1.0870037954515548,0.004729126152830506,0
0.0,-0.948324,0.9543167488506465,0.004788221338186438,0
0.0,-0.949014,0.6667145024299679,0.00505975815654237,0
0.0,-0.952396,-0.07954583509119295,0.006884120936813557,0
0.0,-0.953059,-0.10487381754804352,0.006826656460881354,0
0.0,-0.953717,-0.11943538875862396,0.006787902300338981,0
0.0,-0.954371,-0.15439482327620044,0.006770840801949151,0
0.0,-0.95502,-0.22914736236046032,0.00677942825957627,0
0.0,-0.955665,-0.2576020900834152,0.00677807446757627,0
0.0,-0.956305,-0.2825353041279026,0.006780166625067795,0
0.0,-0.95694,-0.2836500762923601,0.0067801202017627096,0
0.0,-0.957571,-0.282086703659308,0.006780071612745761,0
0.0,-0.958198,-0.27666088099165637,0.006780169790915252,0
0.0,-0.95882,-0.2710354311154803,0.006780274131728811,0
0.0,-0.959437,-0.27638274870112783,0.006780340163711862,0
0.0,-0.96005,-0.22481388183383647,0.006788213419050845,0
0.0,-0.960658,-0.19990758381746473,0.006787653229220336,0
0.0,-0.961262,-0.18617816647612728,0.006786714485915251,0
0.0,-0.961861,-0.20792631719359317,0.006788114511881353,0
0.0,-0.962455,-0.2227951797251609,0.006788756248915252,0
0.0,-0.963045,-0.21714505682321192,0.006786485763084745,0
0.0,-0.96363,-0.19646681822334428,0.006781139150203388,0
0.0,-0.964211,-0.20558910875221525,0.006781329680457626,0
0.0,-0.964787,-0.23747563005991884,0.004767463995830508,0
0.0,-0.965359,-0.25833779485191033,0.004768924947016948,0
0.0,-0.965926,-0.2475624115962683,0.00476709752218644,0
0.0,-0.967046,-0.2959955611880833,0.004773913820711863,0
0.0,-0.967599,-0.3342432371404582,0.004777008564830508,0
0.0,-0.968148,-0.35732821725433583,0.004773502304966102,0
0.0,-0.968692,-0.3353669813142876,0.004736530530067796,0
0.0,-0.969231,-0.2542129135431831,0.004745528461338983,0
0.0,-0.969766,-0.17055116915263469,0.004767666937898305,0
0.0,-0.970296,-0.14090765018790408,0.004766391849627119,0
0.0,-0.971342,-0.18146561855354118,0.004768110805559322,0
0.0,-0.971858,-0.2124863409568571,0.004770796161491526,0
0.258049,-0.978599,0.2610697717056514,0.005526217471915253,0
1.338296,-0.979045,0.256052175464421,0.005522555048322033,0
4.896142,-0.979487,0.3453550707475464,0.0055426268121694915,0
12.643152,-0.979925,0.6014341622400828,0.005755907775949152,0
23.056051,-0.980357,0.8042329760776399,0.005881686916288135,0
8.774484,-0.982041,0.891734740479358,0.0058870163165762705,0
5.18982,-0.98245,0.9256982819566544,0.005877499189847457,0
2.10274,-0.987345,1.0865843540134188,0.005964663053711863,0
0.01294,-0.988362,0.6742532333047001,0.006535742863135592,0
0.001184,-0.988691,0.6251292389912492,0.0065428892209661,0
7.6e-05,-0.989016,0.5858161369259622,0.006532879294864406,0
3e-06,-0.989336,0.4691059960140504,0.006569205999694914,0
0.0,-0.989651,0.2544394567798234,0.006724268852169491,0
0.0,-0.989962,-0.08391520365530429,0.0071096417256779655,0
0.0,-0.990268,-0.34177972501284726,0.007299895516440677,0
0.0,-0.990569,-0.4564891078348273,0.007332611978406779,0
0.0,-0.990866,-0.4602080057194765,0.006195271006542372,0
0.0,-0.991158,-0.4561750875068111,0.006021254597050847,0
0.0,-0.991445,-0.4614394140057687,0.006021347902898304,0
0.0,-0.991727,-0.4532771284796901,0.006021234900813558,0
0.0,-0.992005,-0.4064746415912163,0.0050523025267627105,0
0.0,-0.992278,-0.34205337129869,0.005066247782305084,0
0.0,-0.992546,-0.31394406593655294,0.005067586660254236,0
0.0,-0.99281,-0.30014960152726927,0.005065848480525423,0
0.0,-0.993068,-0.29090618887187775,0.005065420440525423,0
0.0,-0.993323,-0.28791402374635183,0.005006138190016949,0
0.0,-0.993572,-0.29909987643075786,0.004727900713491525,0
0.0,-0.993816,-0.34285188013278844,0.002858192266033897,0
0.0,-0.994056,-0.4094264326745688,0.002870962647338982,0
0.0,-0.994291,-0.4547889120588538,0.0028771806831355924,0
0.0,-0.994522,-0.46324727389420484,0.0028733043618644058,0
0.0,-0.994748,-0.4542483484941974,0.00285475194177966,0
0.0,-0.994969,-0.44816981214474066,0.002852148713033897,0
0.0,-0.995185,-0.43539591380150966,0.002850604095559321,0
0.0,-0.995396,-0.4130668254772139,0.0028522796043050835,0
0.0,-0.995603,-0.43387291521063104,0.0028537297461186427,0
0.0,-0.995805,-0.4871733798866974,0.0028632014174406763,0
0.0,-0.996002,-0.5595460934850629,0.0028807404800169478,0
0.0,-0.996195,-0.606570637605491,0.0028880938320338975,0
0.0,-0.996382,-0.5083047049598457,0.0029116655272711854,0
0.0,-0.996566,-0.49561379770330466,0.002910118309440677,0
0.0,-0.996744,-0.4635859672479938,0.002912939041644067,0
1e-05,-0.996917,-0.29111030208508815,0.0030115632553559314,0
0.000181,-0.997086,-0.08654848840595443,0.0031517920072033894,0
0.002398,-0.99725,0.0705446666888425,0.0032348231259830503,0
0.022649,-0.997409,0.1397839060140748,0.003249533383610169,0
0.153902,-0.997564,0.12008361643574324,0.0032505605124237284,0
0.760677,-0.997714,0.09897023538133877,0.0032486369516271187,0
2.773662,-0.997859,0.09539713264898295,0.003247213715152542,0
7.579645,-0.997999,0.0899399079485297,0.0032469228858813554,0
26.763618,-0.998513,0.3354208133705191,0.0034420332689322035,0
17.635841,-0.99863,0.3836498497491237,0.0034449411553728816,0
8.418029,-0.998741,0.4124230838047807,0.003445934923508475,0
2.878868,-0.998848,0.4180238606551841,0.003444415793474576,0
0.700096,-0.998951,0.42391174180548835,0.0034223450454067797,0
0.120468,-0.999048,0.4263768013804155,0.003398785594559322,0
0.014621,-0.999141,0.3941336427001792,0.003399327594033898,0
0.001249,-0.999229,0.39466972026014974,0.003393786888898305,0
7.5e-05,-0.999312,0.38535901753446894,0.00339083709061017,0
3e-06,-0.999391,0.3032225147371423,0.002658070366627119,0
0.0,-0.999465,0.12957824535354773,0.002759565839288136,0
0.0,-0.999534,-0.12190493433823722,0.002945761018355932,0
0.0,-0.999598,-0.3917605462213137,0.002970170575576271,0
0.0,-0.999657,-0.5390091640328024,0.002904661567237288,0
0.0,-0.999712,-0.5629958310885552,0.00288080569461017,0
0.0,-0.999762,-0.5683880087210623,0.0028770175429491526,0
0.0,-0.999807,-0.606065962078322,0.002794598336508475,0
0.0,-0.999848,-0.6004629422255755,0.0022219334399661023,0
0.0,-0.999883,-0.6128824461986169,0.002214323347898306,0
0.0,-0.999914,-0.6591264255036903,0.0022163210590847465,0
0.0,-0.999941,-0.7257234080689005,0.0021853739809830513,0
0.0,-0.999962,-0.7908489810971202,0.002044417780983051,0
0.0,-0.999979,-0.8267190745659437,0.0016630673278135598,0
0.0,-0.99999,-0.788457940599511,0.0014439868882881362,0
0.0,-0.999998,-0.7358595356567951,0.0014089784242033905,0
0.0,-1.0,-0.6943370762836798,0.0014147402069152547,0
0.0,-0.999998,-0.6868364764487781,0.0014148749447457634,0
0.0,-0.99999,-0.6918697737064096,0.001414866929949153,0
0.0,-0.999979,-0.6907684595560097,0.0014146465699491528,0
0.0,-0.999962,-0.6991550453163857,0.001407504030372882,0
0.0,-0.999941,-0.710322953982048,0.0013939429218983055,0
0.0,-0.999914,-0.724435924724034,0.0013919520446101698,0
0.0,-0.999883,-0.7285608060327611,0.001391368305983051,0
0.0,-0.999848,-0.7334258781146695,0.0013911602029322036,0
0.0,-0.999807,-0.7379657148568467,0.0013911994744576273,1
0.0,-0.999762,-0.7422341483155243,0.001390839325983051,0
0.0,-0.999712,-0.7465048247765448,0.0013844518883559325,0
0.0,-0.999657,-0.7464554787249995,0.001369520341288136,1
0.0,-0.999598,-0.7426513467513173,0.0013626367182372886,0
0.0,-0.999534,-0.734130180850363,0.0013626403107796616,0
0.0,-0.999465,-0.7301600667033009,0.0013624205947796615,0
